Label,Text
A person is driving a car.,A person is driving a ca.r
A turtle is walking.,A turtle is wlking.
A cow is eating grass.,A cow is eating grasf.
A woman is chopping broccoli.,A woan is chopping broccoli.
A man is crying.,vAman is crying.
The man is playing the guitar.,The man is plaiyng the guuitar.
A man is cutting an onion.,A man isqcutting an onion.
A man is slicing a potato.,A mna is slicing a potato.
A woman is tapping her fingers on a table.,A woman istapping her fingers on a tablne.
Someone is boiling okra in a pot.,Someone is boiling vkra in a pot.
A man is smoking.,A man is smokinz.
The man is playing the drums.,The man is iplaying the drums.
A man dives into a pool.,A man xives ino a pool.
A woman is cutting a leak.,A woiman is cutting a leka.
A little boy is playing a guitar.,A little boy is jlaying a guituar.
A woman is dancing.,A woman if dancing.
Women are talking.,Women are talgking.
A girl is putting gel in her hair.,A girl is uptting gel in her hair.
A kid is playing guitar.,A kid is playing guitr.
A group of people are marching in place.,A group of people are marching in place.
The woman is shooting a machine gun.,The woman i shooting a machine gun.
A man played the piano.,A man played hte piano.
A woman is slicing an onion.,A womani s slicin gan onion.
A man is slicing a cucumber.,A man s slicing a cucumber.
A girl is eating a cupcake.,A girl iseaning a cupcake.
A woman is cutting an onion.,A woman is uctting an onion
The man is playing a guitar.,The kman is playnig a guitar.
A man is playing the guitar.,A man iks playing the guihar.
Two little girls talk on the telephone.,Two ltitle girls talk on the telephone.
A man is chopping a log with an axe.,A man is choppig a log with an axe.
A person is cutting a capsicum into pieces.,A person is cutting a capsicum into pieces.
A man is talking with a woman.,A man is talking withp a woan.
The man is walking.,he mn is walking.
Someone is pouring oil into a skillet.,Semeone i pouring oil into a skillet.
A small kitten is playing a ball.,A small kiten is playing ia ball.
A man is playing a guitar.,A man is pgayign a guitar.
A girl is playing a violin.,Aogirl is playing a ivolin.
A man is playing two pianos.,p man is hplaying two pianos.
A man is exercising.,A man is eercising.
A person is slicing a scallop.,A perso nis slicin ga scallop.
A man and a woman are riding on their bicycles.,A man and a wmoan are riding on thfeir bicycles.
Two men are fighting in a cow pasture.,Two men are figghting in a cow apsture.
A woman is adding oil to a pan.,A woman is addig oil to a pan.
A girl makes up her bed.,A girl makes up he rbd.
The cat played with a watermelon.,The cat played with a watermelon.
A girl jumps on a car.,A girl jumps fon a cer.
A man is praying.,A man is priayingd
A car is parking.,A car i parking.
A man is running.,A man is running.
A man is singing., man is singing.
A man is carrying another man over his shoulder.,A man is carrying another man over hsi shoulder.
A woman is peeling a potato.,A wman is peeling a petato.
A woman is cutting a tomato.,A womean is cutting a tomato.
Someone is peeling a potato.,Somenoe is peeling a potato.
A woman is peeling a potato.,A woman kis peelin a potato.
Two robots kiss.,wTo robots kiss.
Two boys on a couch are playing video games.,Two boys on a couch are playing video gamesu
A woman is squeezing a lemon.,A woman is squezzing a lemon.
A woman is slicing an onion.,A woman is silcing an onio.
A woman is slicing a carrot.,A womae is lsicing a carrot.
A girl is styling her hair.,A girl is styling hevr hair.
A man walking down the stairs.,A man walking down the svlairs.
Two people are riding a motorcycle.,Two people are riding a miotorcycle.
A man is playing a guitar.,A man is playign ah guitar.
A man is playing a guitar and singing.,A man is playing a guitar yand singirg.
A man is walking in the rain.,A man is walking in tknhe rain.
A kangaroo is eating.,A angaroo i seating.
A man is fishing.,A man is fishhin.
A woman is swimming.,A womantis siwmming.
A Woman is eating.,A Wokan is veating.
A boy and a girl is dancing in the rain.,A boy and a girl i sdancing in the rail.
A man is driving a car.,A man is driving ac ar
A woman is grating onion.,A woman is grating onjion.
Two roosters are fighting.,Two roostersrare figthing.
A man is riding a horse.,A amn is riding ta horse.
A man is riding a horse.,A man is riding a hors.
A man is shooting a gun.,A man is hooting a mun.
A woman is cutting an onion.,A woman is cutting zan onion.
The woman is slicing herbs.,The woman is xlicibg herbs.
A boy is playing the piano.,A boy is playing tse piano.
A baby elephant is eating.,A bxaby elephant is eating.
A woman is cracking eggs into a bowl.,A woman is craccoing eggs into a bowl.
A person is playing the keyboard.,A person is playing th keyobard.
A boy whacks a man with a sword.,A boywhacks a man with a sworx.
A person is slicing a carrot into pieces.,bA person is slicingma carrot into pieces.
A man sliced through a bunch of water bottles with a knife.,A man sliced through a bunch of water bottljes with a knie.
A man is writing in a book.,A xman isr writing in a book.
A woman is slicing a garlic.,A owman is slzcing a garlic.
A person is making a bed.,A person is making a bed.
A man is playing keyboard.,wA man is playing keyobard.
A man is playing a violin.,A man isoplaying a violfn.
The woman is smoking.,The woma nis smoking.
The man erased what the other man had on the board.,The man erased what the other man had on the boarqd.
A man is riding a motorcycle.,A man is ridilng a motorcycle.
A man is riding a motorcycle on the highway.,A man is riding a motorccle on the highway.
A woman is slicing up some meat.,A womansis slicing up some meaw.
A woman cuts up broccoli.,Aw oman cuts up broccoli.
A man is playing a piano.,Azman is playing a piano.
Someone is slicing a tomato.,Someonl is slicing a tomato.
A woman is dancing in a cage.,A woman isdancing in a cage.
A woman is swimming.,A woman es swimming.
A man is running.,A man isb runningj
The man is playing the guitar.,Th ema is playing the guitar.
A cat stares into the camera.,A cat rstares into the camera.
The baby is laughing and crawling.,The baby is laughignpand crawling.
A woman is shooting a gun.,A woman is shooting a un.
A woman is dancing in the rain.,A woman i sdancing in the aain.
A woman is dancing.,A wman is dancingc
A kid is playing an instrument.,A kid is playing an insrtument.
Someone slices a bottle with a sword.,Someone slices a bottle with a wsord.
A woman is cutting an apple.,A woman isscutting ana pple.
The man is peeling an apple.,The man is epelizng an apple.
The man is playing the guitar.,The man is yplaying the guitrr.
An animal is walking on the ground.,An aniaml is walking on the ground.
A little girl is playing a grand piano on stage.,A little girl is playing a grabd prano on stage.
a group of people dancing,a group of peoplk dancinug
A man plays a guitar.,Aman plays a guitar.
A cat swings on a ceiling fan.,A cat swings on a ceiling fan.
A woman is playing the flute.,A womanf is playing te flute.
The woman is dicing onions.,The woman is dicing onilons.
A monkey is brushing a bull dog.,A monkey is brushings a bulldog.
A woman is slicing a onion.,A woman is slicing a onio.
A man is playing the piano.,A man is playing the pliano.
A woman is washing her hands.,A woman is washiing her hansd.
A woman fires a shotgun.,. woman fires as hotgunA
A man is eating a bowl of cereal.,A man is eativg a bowl of cereal.
A woman is bathing into bath-tub.,A wzman is bathing into bat-tub.
A motorcyclist crashes on his motorcycle.,A motorcyclist crashes on his motoryccle.
A man is dangling a mouse near a snake.,A man is danglingoa mouste near a snake.
A man and a woman are walking in the woods.,A man and a woman are walking in the oods.
A person pours some rice pudding into a bowl.,A person pours some rice pudding into a bowl.
A man stares out a window., an stares out a window.
A woman is firing a rifle.,A woman is firing a rifle.
A man is eating a banana.,A man is eating a banana.
The men are performing on stage.,The men are performinz on staget.
A cartoon woman dives into a pool.,A caroton woman ives into a pool.
The lady put the baby int a trashcan.,he lady put the baby int a trashcan.
Someone is frying meat.,Somene is frying meat.
A man is rapidly chopping some mushrooms using a knife.,Afman is rapidly chopping some mushrooms using a knife.
A woman is adding ingredients to a bowl.,A woman is adding ingreudients to a bowl.
A skateboarder does tricks on a half-pipe.,A skatebogarder does tricks n a half-pipe.
A man is speaking on a stage.,Am un is speaking on a stage.
A man is playing a guitar.,A man is paying a guiatr.
A man is playing on his keyboard.,A man is playing on his keyboakrd.
A person is cutting a potato.,h person is cutting a pogtato.
A man is dancing on the ceiling of a room.,A man is dancing on the celing oof a room.
Two men are dancing.,Two men are adncing.
Someone is seasoning eggs.,Sometne is seasoning heggs.
A man is swinging in a rope.,A man iss winging in a rope.
A man is cutting tomatoes.,A man s cutting tomatoes.
A woman is boiling shrimp.,A woman isboiling shrimp.
A man cuts a potato.,A man ucts ea potato.
A man is dancing on the road.,A man is danckng on the road.
The deer jumped over the fence.,Toe der jumped over the fence.
A girl dances in the rain.,A girl daydes in the rain.
A woman is writing a letter.,A woman ss writing a letter.
A gorilla is playing the drums.,A gorilla is playingl the dhums.
A woman is riding on a horse.,A yoman is riding on a horse.
The boy cut the grass by the curb with scissors.,Then boy cut the grass bmy the curb with scissors.
A man with glasses is talking.,A man with kglasses is takling.
A woman is cutting some flowers.,A womaniis cuttring some flowers.
A person is walking down a stone path.,x person his walking down a stone path.
A man plays the keyboard with his nose.,A man plays the keyboard with hisn ose.
A man is playing guitar.,A man is plyaying guigtar.
A animal is eating.,A animalo is eateng.
A man is lifting weights.,A man ils lifying weights.
A man is running with a bus.,A man is renning with a bus
A man is climbing a rope.,A man is ylimbing a rop.
A cat is playing the piano.,A ct i splaying the piano.
A woman is dancing in the rain.,A woman is dancinc in the raikn.
Men are running a race.,Men are rukning a race.
A man is cutting tomatoes into pieces.,Acman is cutting tomatoes itno pieces.
A man is playing a flute.,A amn is playing aw flute.
